0, -17, -1, -7, -1, -19, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -1, -7, -1, 0, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -1, -7, -1, 0, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -17, -7, -1, 0, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -1, 3
-19, -17, -17, -16, -1, 0, -5, 2, -10, -9, 1, 1, -7, -4, 8, -5, -13, 1, -11, 6, -1, 3
-19, -17, -17, -16, -13, 0, -5, 2, -10, -9, 1, 1, -7, -4, 8, -5, -1, 1, -11, 6, -1, 3
-19, -17, -17, -16, -13, -11, -5, 2, -10, -9, 1, 1, -7, -4, 8, -5, -1, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, 2, -5, -9, 1, 1, -7, -4, 8, -5, -1, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -5, 2, 1, 1, -7, -4, 8, -5, -1, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, 2, 1, 1, -5, -4, 8, -5, -1, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, 1, 1, 2, -4, 8, -5, -1, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, 1, 2, -4, 8, 1, -1, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, 2, 1, 8, 1, -1, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, 1, 8, 1, 2, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 8, 1, 2, 1, 0, 6, 1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 2, 1, 8, 6, 1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 2, 1, 8, 6, 1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 2, 8, 6, 1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 8, 6, 2, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 6, 8, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 3, 8, 6
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 3, 6, 8
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 3, 6, 8
