1, 9, -17, -3, 2, -16, -20, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, 9, -17, -3, 2, -16, 1, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, 9, -3, 2, -16, 1, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -3, 2, 9, 1, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -14, 2, 9, 1, 11, -3, -5, 5, -4, -6, 11, -6, -3, 8, -3, 7
-20, -17, -16, -14, -6, 9, 1, 11, -3, -5, 5, -4, 2, 11, -6, -3, 8, -3, 7
-20, -17, -16, -14, -6, -6, 1, 11, -3, -5, 5, -4, 2, 11, 9, -3, 8, -3, 7
-20, -17, -16, -14, -6, -6, -5, 11, -3, 1, 5, -4, 2, 11, 9, -3, 8, -3, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, 1, 5, 11, 2, 11, 9, -3, 8, -3, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, 1, 5, 11, 2, 11, 9, -3, 8, -3, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, 5, 11, 2, 11, 9, 1, 8, -3, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 11, 2, 11, 9, 1, 8, 5, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 11, 9, 11, 8, 5, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 11, 9, 11, 8, 5, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 9, 11, 8, 11, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 7, 11, 8, 11, 9
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 7, 8, 11, 11, 9
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 7, 8, 9, 11, 11
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 7, 8, 9, 11, 11
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 7, 8, 9, 11, 11
