-12, -8, 4, -15, -13, 0, 5, 7, 3, -5, 6, 6, -19, -19, -20, -7
-20, -8, 4, -15, -13, 0, 5, 7, 3, -5, 6, 6, -19, -19, -12, -7
-20, -19, 4, -15, -13, 0, 5, 7, 3, -5, 6, 6, -8, -19, -12, -7
-20, -19, -19, -15, -13, 0, 5, 7, 3, -5, 6, 6, -8, 4, -12, -7
-20, -19, -19, -15, -13, 0, 5, 7, 3, -5, 6, 6, -8, 4, -12, -7
-20, -19, -19, -15, -13, 0, 5, 7, 3, -5, 6, 6, -8, 4, -12, -7
-20, -19, -19, -15, -13, -12, 5, 7, 3, -5, 6, 6, -8, 4, 0, -7
-20, -19, -19, -15, -13, -12, -8, 7, 3, -5, 6, 6, 5, 4, 0, -7
-20, -19, -19, -15, -13, -12, -8, -7, 3, -5, 6, 6, 5, 4, 0, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 3, 6, 6, 5, 4, 0, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 6, 6, 5, 4, 3, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 6, 5, 4, 6, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 6, 6, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 6, 6, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 6, 6, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 6, 6, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 6, 6, 7
