-6, -18, 3, -2, -19, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, 3, -2, -6, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -19, 3, -2, -6, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -18, -14, -13, 11, 10, 9, -12, -17
-19, -19, -18, -2, -6, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, 3, -14, -13, 11, 10, 9, -12, -17
-19, -19, -18, -17, -6, 9, -13, 8, -4, -2, 9, 10, -15, 8, -9, -1, 3, -14, -13, 11, 10, 9, -12, -17
-19, -19, -18, -17, -17, 9, -13, 8, -4, -2, 9, 10, -15, 8, -9, -1, 3, -14, -13, 11, 10, 9, -12, -6
-19, -19, -18, -17, -17, -15, -13, 8, -4, -2, 9, 10, 9, 8, -9, -1, 3, -14, -13, 11, 10, 9, -12, -6
-19, -19, -18, -17, -17, -15, -14, 8, -4, -2, 9, 10, 9, 8, -9, -1, 3, -13, -13, 11, 10, 9, -12, -6
-19, -19, -18, -17, -17, -15, -14, -13, -4, -2, 9, 10, 9, 8, -9, -1, 3, 8, -13, 11, 10, 9, -12, -6
-19, -19, -18, -17, -17, -15, -14, -13, -13, -2, 9, 10, 9, 8, -9, -1, 3, 8, -4, 11, 10, 9, -12, -6
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, 9, 10, 9, 8, -9, -1, 3, 8, -4, 11, 10, 9, -2, -6
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, 10, 9, 8, 9, -1, 3, 8, -4, 11, 10, 9, -2, -6
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, 9, 8, 9, -1, 3, 8, -4, 11, 10, 9, -2, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, 8, 9, -1, 3, 8, 9, 11, 10, 9, -2, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, 9, -1, 3, 8, 9, 11, 10, 9, 8, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 9, 3, 8, 9, 11, 10, 9, 8, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 9, 8, 9, 11, 10, 9, 8, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 9, 9, 11, 10, 9, 8, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 11, 10, 9, 9, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 11, 10, 9, 9, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 10, 11, 9, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 11, 10, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 11, 10
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
