-20, 0, -1, -6, -14, 3, -16, -14, -6, -6, -7, 5, -8, 2, -11, 9
-20, 0, -1, -6, -14, 3, -16, -14, -6, -6, -7, 5, -8, 2, -11, 9
-20, -16, 0, -1, -6, 3, -14, -14, -6, -6, -7, 5, -8, 2, -11, 9
-20, -16, -14, 0, -1, 3, -6, -14, -6, -6, -7, 5, -8, 2, -11, 9
-20, -16, -14, -14, 0, 3, -1, -6, -6, -6, -7, 5, -8, 2, -11, 9
-20, -16, -14, -14, -11, 3, 0, -1, -6, -6, -6, 5, -7, 2, -8, 9
-20, -16, -14, -14, -11, -8, 3, 0, -1, -6, -6, 5, -6, 2, -7, 9
-20, -16, -14, -14, -11, -8, -7, 3, 0, -1, -6, 5, -6, 2, -6, 9
-20, -16, -14, -14, -11, -8, -7, -6, 3, 0, -1, 5, -6, 2, -6, 9
-20, -16, -14, -14, -11, -8, -7, -6, -6, 3, 0, 5, -1, 2, -6, 9
-20, -16, -14, -14, -11, -8, -7, -6, -6, -6, 3, 5, 0, 2, -1, 9
-20, -16, -14, -14, -11, -8, -7, -6, -6, -6, -1, 5, 3, 2, 0, 9
-20, -16, -14, -14, -11, -8, -7, -6, -6, -6, -1, 0, 5, 3, 2, 9
-20, -16, -14, -14, -11, -8, -7, -6, -6, -6, -1, 0, 2, 5, 3, 9
-20, -16, -14, -14, -11, -8, -7, -6, -6, -6, -1, 0, 2, 3, 5, 9
-20, -16, -14, -14, -11, -8, -7, -6, -6, -6, -1, 0, 2, 3, 5, 9
-20, -16, -14, -14, -11, -8, -7, -6, -6, -6, -1, 0, 2, 3, 5, 9
