-17, -15, 11, -20, 8, -8, -3, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -15, 11, -17, 8, -8, -3, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, 11, -15, 8, -8, -3, -17, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, 11, 8, -8, -3, -15, -17, -13, -19, -19, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, 11, 8, -3, -8, -15, -13, -17, -19, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, 11, 8, -3, -8, -13, -15, -17, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, 11, 8, -3, -8, -13, -15, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, 11, 8, -3, -8, -13, 10, -13, -15, -16, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, 11, 8, -3, -8, 10, -13, -13, -15, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, 11, 8, -3, 10, -8, -13, -13, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, 11, 8, 10, -3, -8, -13, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, 11, 10, 8, -3, -8, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, 11, 10, 8, -3, 4, 9, -5, -6, 1, -2, -8
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, 11, 10, 8, 4, 9, -3, -5, 1, -2, -6
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, 11, 10, 8, 9, 4, -3, 1, -2, -5
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, 11, 10, 9, 8, 4, 1, -2, -3
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, 11, 10, 9, 8, 4, 1, -2
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 11, 10, 9, 8, 4, 1
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 1, 11, 10, 9, 8, 4
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 1, 4, 11, 10, 9, 8
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 1, 4, 8, 11, 10, 9
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 1, 4, 8, 9, 11, 10
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 1, 4, 8, 9, 10, 11
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 1, 4, 8, 9, 10, 11
