7, -16, 11, -7, -5, -14, -16, -5, -9, 1, -13, 4, -9
-16, 7, 11, -7, -5, -14, -16, -5, -9, 1, -13, 4, -9
-16, -16, 11, 7, -5, -7, -14, -5, -9, 1, -13, 4, -9
-16, -16, -14, 11, 7, -5, -7, -5, -9, 1, -13, 4, -9
-16, -16, -14, -13, 11, 7, -5, -5, -7, 1, -9, 4, -9
-16, -16, -14, -13, -9, 11, 7, -5, -5, 1, -7, 4, -9
-16, -16, -14, -13, -9, -9, 11, 7, -5, 1, -5, 4, -7
-16, -16, -14, -13, -9, -9, -7, 11, 7, 1, -5, 4, -5
-16, -16, -14, -13, -9, -9, -7, -5, 11, 7, 1, 4, -5
-16, -16, -14, -13, -9, -9, -7, -5, -5, 11, 7, 4, 1
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 11, 7, 4
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 11, 7
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
