1, 9, -17, -3, 2, -16, -20, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
1, 9, -17, -3, 2, -16, -20, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-17, 1, 9, -3, 2, -16, -20, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-17, -3, 1, 9, 2, -16, -20, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-17, -3, 1, 2, 9, -16, -20, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-17, -16, -3, 1, 2, 9, -20, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -3, 1, 2, 9, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -3, 1, 2, 9, 11, -3, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -3, -3, 1, 2, 9, 11, -5, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -5, -3, -3, 1, 2, 9, 11, 5, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -5, -3, -3, 1, 2, 5, 9, 11, -4, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -5, -4, -3, -3, 1, 2, 5, 9, 11, -6, 11, -6, -14, 8, -3, 7
-20, -17, -16, -6, -5, -4, -3, -3, 1, 2, 5, 9, 11, 11, -6, -14, 8, -3, 7
-20, -17, -16, -6, -5, -4, -3, -3, 1, 2, 5, 9, 11, 11, -6, -14, 8, -3, 7
-20, -17, -16, -6, -6, -5, -4, -3, -3, 1, 2, 5, 9, 11, 11, -14, 8, -3, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, 1, 2, 5, 9, 11, 11, 8, -3, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, 1, 2, 5, 8, 9, 11, 11, -3, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 8, 9, 11, 11, 7
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 7, 8, 9, 11, 11
-20, -17, -16, -14, -6, -6, -5, -4, -3, -3, -3, 1, 2, 5, 7, 8, 9, 11, 11
