2, 5, -6, -9, -15, -19, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
2, 5, -6, -9, -15, -19, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-6, 2, 5, -9, -15, -19, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-9, -6, 2, 5, -15, -19, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-15, -9, -6, 2, 5, -19, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -15, -9, -6, 2, 5, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -15, -9, -9, -6, 2, 5, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -15, -9, -9, -6, 2, 4, 5, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -15, -9, -9, -6, -3, 2, 4, 5, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -16, -15, -9, -9, -6, -3, 2, 4, 5, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -16, -15, -9, -9, -6, -3, 2, 3, 4, 5, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -16, -15, -9, -9, -6, -4, -3, 2, 3, 4, 5, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -16, -15, -14, -9, -9, -6, -4, -3, 2, 3, 4, 5, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -16, -15, -15, -14, -9, -9, -6, -4, -3, 2, 3, 4, 5, -4, -5, -1, -10, -19, -16, -7, -18, -20
-19, -16, -15, -15, -14, -9, -9, -6, -4, -4, -3, 2, 3, 4, 5, -5, -1, -10, -19, -16, -7, -18, -20
-19, -16, -15, -15, -14, -9, -9, -6, -5, -4, -4, -3, 2, 3, 4, 5, -1, -10, -19, -16, -7, -18, -20
-19, -16, -15, -15, -14, -9, -9, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5, -10, -19, -16, -7, -18, -20
-19, -16, -15, -15, -14, -10, -9, -9, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5, -19, -16, -7, -18, -20
-19, -19, -16, -15, -15, -14, -10, -9, -9, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5, -16, -7, -18, -20
-19, -19, -16, -16, -15, -15, -14, -10, -9, -9, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5, -7, -18, -20
-19, -19, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5, -18, -20
-19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5, -20
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5
