-6, -18, 3, -2, -19, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-18, -6, 3, -2, -19, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-18, -6, 3, -2, -19, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-18, -6, -2, 3, -19, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -6, -2, 3, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -6, -2, 3, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -13, -6, -2, 3, 9, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -13, -6, -2, 3, 8, 9, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -13, -6, -4, -2, 3, 8, 9, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -17, -13, -6, -4, -2, 3, 8, 9, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -17, -13, -6, -4, -2, 3, 8, 9, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -17, -13, -6, -4, -2, 3, 8, 9, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -17, -15, -13, -6, -4, -2, 3, 8, 9, 9, 10, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -17, -15, -13, -6, -4, -2, 3, 8, 8, 9, 9, 10, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -17, -15, -13, -9, -6, -4, -2, 3, 8, 8, 9, 9, 10, -1, -19, -14, -13, 11, 10, 9, -12, -17
-19, -18, -17, -15, -13, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 10, -19, -14, -13, 11, 10, 9, -12, -17
-19, -19, -18, -17, -15, -13, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 10, -14, -13, 11, 10, 9, -12, -17
-19, -19, -18, -17, -15, -14, -13, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 10, -13, 11, 10, 9, -12, -17
-19, -19, -18, -17, -15, -14, -13, -13, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 10, 11, 10, 9, -12, -17
-19, -19, -18, -17, -15, -14, -13, -13, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 10, 11, 10, 9, -12, -17
-19, -19, -18, -17, -15, -14, -13, -13, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 10, 10, 11, 9, -12, -17
-19, -19, -18, -17, -15, -14, -13, -13, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11, -12, -17
-19, -19, -18, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11, -17
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
