-17, 6, -2, 1, -18, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-17, 6, -2, 1, -18, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-17, -2, 6, 1, -18, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-17, -2, 1, 6, -18, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -2, 1, 6, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -2, 1, 6, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -7, -2, 1, 6, 6, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -13, -7, -2, 1, 6, 6, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -13, -7, -2, 1, 6, 6, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -13, -13, -7, -2, 1, 6, 6, 6, -10, 3, -15, -12, -8, 11
-18, -17, -13, -13, -10, -7, -2, 1, 6, 6, 6, 3, -15, -12, -8, 11
-18, -17, -13, -13, -10, -7, -2, 1, 3, 6, 6, 6, -15, -12, -8, 11
-18, -17, -15, -13, -13, -10, -7, -2, 1, 3, 6, 6, 6, -12, -8, 11
-18, -17, -15, -13, -13, -12, -10, -7, -2, 1, 3, 6, 6, 6, -8, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
