0, -17, -1, -7, -1, -19, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-17, 0, -1, -7, -1, -19, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-17, -1, 0, -7, -1, -19, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-17, -7, -1, 0, -1, -19, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-17, -7, -1, -1, 0, -19, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -7, -1, -1, 0, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -7, -5, -1, -1, 0, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -7, -5, -1, -1, 0, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -10, -7, -5, -1, -1, 0, 2, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -10, -9, -7, -5, -1, -1, 0, 2, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -10, -9, -7, -5, -1, -1, 0, 1, 2, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -10, -9, -7, -5, -1, -1, 0, 1, 1, 2, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -16, -10, -9, -7, -5, -1, -1, 0, 1, 1, 2, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -16, -10, -9, -7, -5, -4, -1, -1, 0, 1, 1, 2, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -16, -10, -9, -7, -5, -4, -1, -1, 0, 1, 1, 2, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -16, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 2, 8, -13, 1, -11, 6, -17, 3
-19, -17, -16, -13, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 2, 8, 1, -11, 6, -17, 3
-19, -17, -16, -13, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 8, -11, 6, -17, 3
-19, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 8, 6, -17, 3
-19, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 6, 8, -17, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 6, 8, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 3, 6, 8
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 3, 6, 8
