-4, -9, -6, 11, -5, 8, -9, -18, -12, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-9, -4, -6, 11, -5, 8, -9, -18, -12, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-9, -6, -4, 11, -5, 8, -9, -18, -12, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-9, -6, -4, 11, -5, 8, -9, -18, -12, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-9, -6, -5, -4, 11, 8, -9, -18, -12, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-9, -6, -5, -4, 8, 11, -9, -18, -12, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-9, -9, -6, -5, -4, 8, 11, -18, -12, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-18, -9, -9, -6, -5, -4, 8, 11, -12, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-18, -12, -9, -9, -6, -5, -4, 8, 11, -3, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-18, -12, -9, -9, -6, -5, -4, -3, 8, 11, 5, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-18, -12, -9, -9, -6, -5, -4, -3, 5, 8, 11, -17, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-18, -17, -12, -9, -9, -6, -5, -4, -3, 5, 8, 11, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-18, -17, -12, -9, -9, -6, -5, -4, -3, 5, 8, 11, 11, -12, 2, -3, -10, -3, -20, -14, 5, -8
-18, -17, -12, -12, -9, -9, -6, -5, -4, -3, 5, 8, 11, 11, 2, -3, -10, -3, -20, -14, 5, -8
-18, -17, -12, -12, -9, -9, -6, -5, -4, -3, 2, 5, 8, 11, 11, -3, -10, -3, -20, -14, 5, -8
-18, -17, -12, -12, -9, -9, -6, -5, -4, -3, -3, 2, 5, 8, 11, 11, -10, -3, -20, -14, 5, -8
-18, -17, -12, -12, -10, -9, -9, -6, -5, -4, -3, -3, 2, 5, 8, 11, 11, -3, -20, -14, 5, -8
-18, -17, -12, -12, -10, -9, -9, -6, -5, -4, -3, -3, -3, 2, 5, 8, 11, 11, -20, -14, 5, -8
-20, -18, -17, -12, -12, -10, -9, -9, -6, -5, -4, -3, -3, -3, 2, 5, 8, 11, 11, -14, 5, -8
-20, -18, -17, -14, -12, -12, -10, -9, -9, -6, -5, -4, -3, -3, -3, 2, 5, 8, 11, 11, 5, -8
-20, -18, -17, -14, -12, -12, -10, -9, -9, -6, -5, -4, -3, -3, -3, 2, 5, 5, 8, 11, 11, -8
-20, -18, -17, -14, -12, -12, -10, -9, -9, -8, -6, -5, -4, -3, -3, -3, 2, 5, 5, 8, 11, 11
-20, -18, -17, -14, -12, -12, -10, -9, -9, -8, -6, -5, -4, -3, -3, -3, 2, 5, 5, 8, 11, 11
