7, -18, -11, -6, -19, -15, -18, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-18, 7, -11, -6, -19, -15, -18, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-18, -11, 7, -6, -19, -15, -18, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-18, -11, -6, 7, -19, -15, -18, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-19, -18, -11, -6, 7, -15, -18, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-19, -18, -15, -11, -6, 7, -18, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-19, -18, -18, -15, -11, -6, 7, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-19, -18, -18, -15, -11, -6, 7, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -11, -6, 7, 11, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -11, -6, 7, 9, 11, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -6, 7, 9, 11, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -6, -2, 7, 9, 11, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -6, -6, -2, 7, 9, 11, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -6, -6, -2, 3, 7, 9, 11, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -6, -6, -2, -2, 3, 7, 9, 11, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -6, -6, -2, -2, 3, 7, 9, 10, 11, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -6, -6, -2, -2, 3, 7, 9, 10, 11, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -8, -6, -6, -2, -2, 3, 7, 9, 10, 11, 11, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -8, -6, -6, -2, -2, 1, 3, 7, 9, 10, 11, 11, -3, -8
-20, -19, -18, -18, -15, -14, -11, -8, -6, -6, -3, -2, -2, 1, 3, 7, 9, 10, 11, 11, -8
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 3, 7, 9, 10, 11, 11
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 3, 7, 9, 10, 11, 11
