-17, -15, 11, -20, 8, -8, -3, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-17, -15, 11, -20, 8, -8, -3, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-17, -15, 11, -20, 8, -8, -3, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -17, -15, 11, 8, -8, -3, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -17, -15, 8, 11, -8, -3, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -17, -15, -8, 8, 11, -3, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -17, -15, -8, -3, 8, 11, -20, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -17, -15, -8, -3, 8, 11, -19, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -19, -17, -15, -8, -3, 8, 11, -13, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -19, -17, -15, -13, -8, -3, 8, 11, -19, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -19, -19, -17, -15, -13, -8, -3, 8, 11, -20, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -15, -13, -8, -3, 8, 11, 10, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -15, -13, -8, -3, 8, 10, 11, -13, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -15, -13, -13, -8, -3, 8, 10, 11, -16, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -16, -15, -13, -13, -8, -3, 8, 10, 11, -17, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -8, -3, 8, 10, 11, 4, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -8, -3, 4, 8, 10, 11, 9, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -8, -3, 4, 8, 9, 10, 11, -5, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -8, -5, -3, 4, 8, 9, 10, 11, -6, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -8, -6, -5, -3, 4, 8, 9, 10, 11, 1, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -8, -6, -5, -3, 1, 4, 8, 9, 10, 11, -2, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -8, -6, -5, -3, -2, 1, 4, 8, 9, 10, 11, -12
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 1, 4, 8, 9, 10, 11
-20, -20, -20, -19, -19, -17, -17, -16, -15, -13, -13, -12, -8, -6, -5, -3, -2, 1, 4, 8, 9, 10, 11
