4, -15, 11, -16, 10, -6, -10, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-15, 4, 11, -16, 10, -6, -10, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-15, 4, 11, -16, 10, -6, -10, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-16, -15, 4, 11, 10, -6, -10, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-16, -15, 4, 10, 11, -6, -10, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-16, -15, -6, 4, 10, 11, -10, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-16, -15, -10, -6, 4, 10, 11, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-16, -15, -10, -6, 4, 7, 10, 11, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-16, -15, -10, -7, -6, 4, 7, 10, 11, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-16, -15, -15, -10, -7, -6, 4, 7, 10, 11, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-16, -15, -15, -10, -10, -7, -6, 4, 7, 10, 11, -17, -9, -9, 0, -3, -6, -10, 6, -19
-17, -16, -15, -15, -10, -10, -7, -6, 4, 7, 10, 11, -9, -9, 0, -3, -6, -10, 6, -19
-17, -16, -15, -15, -10, -10, -9, -7, -6, 4, 7, 10, 11, -9, 0, -3, -6, -10, 6, -19
-17, -16, -15, -15, -10, -10, -9, -9, -7, -6, 4, 7, 10, 11, 0, -3, -6, -10, 6, -19
-17, -16, -15, -15, -10, -10, -9, -9, -7, -6, 0, 4, 7, 10, 11, -3, -6, -10, 6, -19
-17, -16, -15, -15, -10, -10, -9, -9, -7, -6, -3, 0, 4, 7, 10, 11, -6, -10, 6, -19
-17, -16, -15, -15, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 7, 10, 11, -10, 6, -19
-17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 7, 10, 11, 6, -19
-17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 6, 7, 10, 11, -19
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 6, 7, 10, 11
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 6, 7, 10, 11
