7, -18, -11, -6, -19, -15, -18, 11, -20, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -18, -11, -6, -19, -15, -18, 11, 7, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -11, -6, -18, -15, -18, 11, 7, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -6, -11, -15, -18, 11, 7, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -11, -15, -6, 11, 7, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -11, -6, 11, 7, 9, -14, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -6, 11, 7, 9, -11, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, 11, 7, 9, -6, -2, -6, 3, -2, 10, 11, -8, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -8, 7, 9, -6, -2, -6, 3, -2, 10, 11, 11, 1, -3, -8
-20, -19, -18, -18, -15, -14, -11, -8, -8, 9, -6, -2, -6, 3, -2, 10, 11, 11, 1, -3, 7
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, 9, -2, -6, 3, -2, 10, 11, 11, 1, -3, 7
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -2, 9, 3, -2, 10, 11, 11, 1, -3, 7
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, 9, 3, -2, 10, 11, 11, 1, -2, 7
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, 3, 9, 10, 11, 11, 1, -2, 7
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 9, 10, 11, 11, 1, 3, 7
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 10, 11, 11, 9, 3, 7
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 3, 11, 11, 9, 10, 7
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 3, 7, 11, 9, 10, 11
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 3, 7, 9, 11, 10, 11
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 3, 7, 9, 10, 11, 11
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 3, 7, 9, 10, 11, 11
-20, -19, -18, -18, -15, -14, -11, -8, -8, -6, -6, -3, -2, -2, 1, 3, 7, 9, 10, 11, 11
