2, 5, -6, -9, -15, -19, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-20, 5, -6, -9, -15, -19, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, 2
-20, -19, -6, -9, -15, 5, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, 2
-20, -19, -19, -9, -15, 5, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -6, -16, -7, -18, 2
-20, -19, -19, -18, -15, 5, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -6, -16, -7, -9, 2
-20, -19, -19, -18, -16, 5, -9, 4, -3, -15, 3, -4, -14, -15, -4, -5, -1, -10, -6, -16, -7, -9, 2
-20, -19, -19, -18, -16, -16, -9, 4, -3, -15, 3, -4, -14, -15, -4, -5, -1, -10, -6, 5, -7, -9, 2
-20, -19, -19, -18, -16, -16, -15, 4, -3, -9, 3, -4, -14, -15, -4, -5, -1, -10, -6, 5, -7, -9, 2
-20, -19, -19, -18, -16, -16, -15, -15, -3, -9, 3, -4, -14, 4, -4, -5, -1, -10, -6, 5, -7, -9, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -9, 3, -4, -3, 4, -4, -5, -1, -10, -6, 5, -7, -9, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, 3, -4, -3, 4, -4, -5, -1, -9, -6, 5, -7, -9, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -4, -3, 4, -4, -5, -1, 3, -6, 5, -7, -9, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -3, 4, -4, -5, -1, 3, -6, 5, -7, -4, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, 4, -4, -5, -1, 3, -6, 5, -3, -4, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -4, -5, -1, 3, 4, 5, -3, -4, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -1, 3, 4, 5, -3, -4, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -1, 3, 4, 5, -3, -4, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, 3, 4, 5, -3, -1, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, 4, 5, 3, -1, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 5, 3, 4, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5
