-17, 6, -2, 1, -18, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, 6, -2, 1, -17, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -2, 1, 6, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -15, 1, 6, 6, -7, -13, 6, -13, -10, 3, -2, -12, -8, 11
-18, -17, -15, -13, 6, 6, -7, 1, 6, -13, -10, 3, -2, -12, -8, 11
-18, -17, -15, -13, -13, 6, -7, 1, 6, 6, -10, 3, -2, -12, -8, 11
-18, -17, -15, -13, -13, -12, -7, 1, 6, 6, -10, 3, -2, 6, -8, 11
-18, -17, -15, -13, -13, -12, -10, 1, 6, 6, -7, 3, -2, 6, -8, 11
-18, -17, -15, -13, -13, -12, -10, -8, 6, 6, -7, 3, -2, 6, 1, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, 6, 6, 3, -2, 6, 1, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 6, 3, 6, 6, 1, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
