4, -15, 11, -16, 10, -6, -10, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, -19
-19, -15, 11, -16, 10, -6, -10, 7, -7, -15, -10, -17, -9, -9, 0, -3, -6, -10, 6, 4
-19, -17, 11, -16, 10, -6, -10, 7, -7, -15, -10, -15, -9, -9, 0, -3, -6, -10, 6, 4
-19, -17, -16, 11, 10, -6, -10, 7, -7, -15, -10, -15, -9, -9, 0, -3, -6, -10, 6, 4
-19, -17, -16, -15, 10, -6, -10, 7, -7, 11, -10, -15, -9, -9, 0, -3, -6, -10, 6, 4
-19, -17, -16, -15, -15, -6, -10, 7, -7, 11, -10, 10, -9, -9, 0, -3, -6, -10, 6, 4
-19, -17, -16, -15, -15, -10, -6, 7, -7, 11, -10, 10, -9, -9, 0, -3, -6, -10, 6, 4
-19, -17, -16, -15, -15, -10, -10, 7, -7, 11, -6, 10, -9, -9, 0, -3, -6, -10, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -7, 11, -6, 10, -9, -9, 0, -3, -6, 7, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -9, 11, -6, 10, -7, -9, 0, -3, -6, 7, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -6, 10, -7, 11, 0, -3, -6, 7, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, 10, -6, 11, 0, -3, -6, 7, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, 10, 11, 0, -3, -6, 7, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, 11, 0, -3, 10, 7, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 11, 10, 7, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 11, 10, 7, 6, 4
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 10, 7, 6, 11
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 6, 7, 10, 11
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 6, 7, 10, 11
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 6, 7, 10, 11
-19, -17, -16, -15, -15, -10, -10, -10, -9, -9, -7, -6, -6, -3, 0, 4, 6, 7, 10, 11
