4, -14, -17, 2, 9, -10, -10, -1, 9, -13, 1, -17, -14, -4, -20, 10, -10
-20, 4, -14, 2, 9, -10, -10, -1, 9, -13, 1, -17, -14, -4, -17, 10, -10
-20, -17, 4, 2, 9, -10, -10, -1, 9, -13, 1, -14, -14, -4, -17, 10, -10
-20, -17, -17, 4, 9, 2, -10, -1, 9, -10, 1, -13, -14, -4, -14, 10, -10
-20, -17, -17, -14, 9, 4, 2, -1, 9, -10, 1, -10, -13, -4, -14, 10, -10
-20, -17, -17, -14, -14, 9, 4, 2, 9, -1, 1, -10, -10, -4, -13, 10, -10
-20, -17, -17, -14, -14, -13, 9, 4, 9, 2, 1, -1, -10, -4, -10, 10, -10
-20, -17, -17, -14, -14, -13, -10, 9, 9, 4, 2, 1, -1, -4, -10, 10, -10
-20, -17, -17, -14, -14, -13, -10, -10, 9, 9, 4, 2, 1, -1, -4, 10, -10
-20, -17, -17, -14, -14, -13, -10, -10, -10, 9, 9, 4, 2, 1, -1, 10, -4
-20, -17, -17, -14, -14, -13, -10, -10, -10, -4, 9, 9, 4, 2, 1, 10, -1
-20, -17, -17, -14, -14, -13, -10, -10, -10, -4, -1, 9, 9, 4, 2, 10, 1
-20, -17, -17, -14, -14, -13, -10, -10, -10, -4, -1, 1, 9, 9, 4, 10, 2
-20, -17, -17, -14, -14, -13, -10, -10, -10, -4, -1, 1, 2, 9, 9, 10, 4
-20, -17, -17, -14, -14, -13, -10, -10, -10, -4, -1, 1, 2, 4, 9, 10, 9
-20, -17, -17, -14, -14, -13, -10, -10, -10, -4, -1, 1, 2, 4, 9, 10, 9
-20, -17, -17, -14, -14, -13, -10, -10, -10, -4, -1, 1, 2, 4, 9, 9, 10
-20, -17, -17, -14, -14, -13, -10, -10, -10, -4, -1, 1, 2, 4, 9, 9, 10
