0, -17, -1, -7, -1, -19, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, 0, -1, -7, -1, -17, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, 0, -1, -1, -7, -5, 2, -10, -9, 1, 1, -16, -4, 8, -5, -13, 1, -11, 6, -17, 3
-19, -17, -17, 0, -1, -1, -5, 2, -7, -9, 1, 1, -10, -4, 8, -5, -13, 1, -11, 6, -16, 3
-19, -17, -17, -16, 0, -1, -1, 2, -5, -7, 1, 1, -9, -4, 8, -5, -10, 1, -11, 6, -13, 3
-19, -17, -17, -16, -13, 0, -1, 2, -1, -5, 1, 1, -7, -4, 8, -5, -9, 1, -10, 6, -11, 3
-19, -17, -17, -16, -13, -11, 0, 2, -1, -1, 1, 1, -5, -4, 8, -5, -7, 1, -9, 6, -10, 3
-19, -17, -17, -16, -13, -11, -10, 2, 0, -1, 1, 1, -1, -4, 8, -5, -5, 1, -7, 6, -9, 3
-19, -17, -17, -16, -13, -11, -10, -9, 2, 0, 1, 1, -1, -1, 8, -4, -5, 1, -5, 6, -7, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, 2, 1, 1, 0, -1, 8, -1, -4, 1, -5, 6, -5, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, 2, 1, 1, 0, 8, -1, -1, 1, -4, 6, -5, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, 2, 1, 1, 8, 0, -1, 1, -1, 6, -4, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, 2, 1, 8, 1, 0, 1, -1, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, 2, 8, 1, 1, 1, 0, 6, -1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 8, 2, 1, 1, 1, 6, 0, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 8, 2, 1, 1, 6, 1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 8, 2, 1, 6, 1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 8, 2, 6, 1, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 8, 6, 2, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 8, 6, 3
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 3, 8, 6
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 3, 6, 8
-19, -17, -17, -16, -13, -11, -10, -9, -7, -5, -5, -4, -1, -1, 0, 1, 1, 1, 2, 3, 6, 8
