-19, -4, -14, -1, -9, -4, 0, -4, -8, -14, -6, 1, -18, -9, 11, -19, 10, -5, 5, 2, 2, -8, 3, -9, 7
-19, -14, -4, -9, -4, -1, -4, -8, -14, -6, 0, -18, -9, 1, -19, 10, -5, 5, 2, 2, -8, 3, -9, 7, 11
-19, -14, -9, -4, -4, -4, -8, -14, -6, -1, -18, -9, 0, -19, 1, -5, 5, 2, 2, -8, 3, -9, 7, 10, 11
-19, -14, -9, -4, -4, -8, -14, -6, -4, -18, -9, -1, -19, 0, -5, 1, 2, 2, -8, 3, -9, 5, 7, 10, 11
-19, -14, -9, -4, -8, -14, -6, -4, -18, -9, -4, -19, -1, -5, 0, 1, 2, -8, 2, -9, 3, 5, 7, 10, 11
-19, -14, -9, -8, -14, -6, -4, -18, -9, -4, -19, -4, -5, -1, 0, 1, -8, 2, -9, 2, 3, 5, 7, 10, 11
-19, -14, -9, -14, -8, -6, -18, -9, -4, -19, -4, -5, -4, -1, 0, -8, 1, -9, 2, 2, 3, 5, 7, 10, 11
-19, -14, -14, -9, -8, -18, -9, -6, -19, -4, -5, -4, -4, -1, -8, 0, -9, 1, 2, 2, 3, 5, 7, 10, 11
-19, -14, -14, -9, -18, -9, -8, -19, -6, -5, -4, -4, -4, -8, -1, -9, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -14, -14, -18, -9, -9, -19, -8, -6, -5, -4, -4, -8, -4, -9, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -14, -18, -14, -9, -19, -9, -8, -6, -5, -4, -8, -4, -9, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -18, -14, -14, -19, -9, -9, -8, -6, -5, -8, -4, -9, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -18, -14, -19, -14, -9, -9, -8, -6, -8, -5, -9, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -18, -19, -14, -14, -9, -9, -8, -8, -6, -9, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -8, -8, -9, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -8, -9, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
-19, -19, -18, -14, -14, -9, -9, -9, -8, -8, -6, -5, -4, -4, -4, -1, 0, 1, 2, 2, 3, 5, 7, 10, 11
