7, -16, 11, -7, -5, -14, -16, -5, -9, 1, -13, 4, -9
-16, 7, -7, -5, -14, -16, -5, -9, 1, -13, 4, -9, 11
-16, -7, -5, -14, -16, -5, -9, 1, -13, 4, -9, 7, 11
-16, -7, -14, -16, -5, -9, -5, -13, 1, -9, 4, 7, 11
-16, -14, -16, -7, -9, -5, -13, -5, -9, 1, 4, 7, 11
-16, -16, -14, -9, -7, -13, -5, -9, -5, 1, 4, 7, 11
-16, -16, -14, -9, -13, -7, -9, -5, -5, 1, 4, 7, 11
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
-16, -16, -14, -13, -9, -9, -7, -5, -5, 1, 4, 7, 11
