2, 5, -6, -9, -15, -19, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -20
-20, 5, 2, -6, -9, -15, -9, 4, -3, -16, 3, -4, -14, -15, -4, -5, -1, -10, -19, -16, -7, -18, -19
-20, -19, 5, 2, -6, -9, -9, 4, -3, -15, 3, -4, -14, -15, -4, -5, -1, -10, -16, -16, -7, -18, -19
-20, -19, -19, 5, 2, -6, -9, 4, -3, -9, 3, -4, -14, -15, -4, -5, -1, -10, -15, -16, -7, -16, -18
-20, -19, -19, -18, 5, 2, -6, 4, -3, -9, 3, -4, -9, -14, -4, -5, -1, -10, -15, -15, -7, -16, -16
-20, -19, -19, -18, -16, 5, 2, 4, -3, -6, 3, -4, -9, -9, -4, -5, -1, -10, -14, -15, -7, -15, -16
-20, -19, -19, -18, -16, -16, 5, 4, 2, -3, 3, -4, -6, -9, -4, -5, -1, -9, -10, -14, -7, -15, -15
-20, -19, -19, -18, -16, -16, -15, 5, 4, 2, 3, -3, -4, -6, -4, -5, -1, -9, -9, -10, -7, -14, -15
-20, -19, -19, -18, -16, -16, -15, -15, 5, 4, 3, 2, -3, -4, -4, -5, -1, -6, -9, -9, -7, -10, -14
-20, -19, -19, -18, -16, -16, -15, -15, -14, 5, 4, 3, 2, -3, -4, -4, -1, -5, -6, -9, -7, -9, -10
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, 5, 4, 3, 2, -3, -4, -1, -4, -5, -6, -7, -9, -9
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, 5, 4, 3, 2, -3, -1, -4, -4, -5, -6, -7, -9
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, 5, 4, 3, 2, -1, -3, -4, -4, -5, -6, -7
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, 5, 4, 3, 2, -1, -3, -4, -4, -5, -6
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, 5, 4, 3, 2, -1, -3, -4, -4, -5
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, 5, 4, 3, 2, -1, -3, -4, -4
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, 5, 4, 3, 2, -1, -3, -4
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, 5, 4, 3, 2, -1, -3
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, 5, 4, 3, 2, -1
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 5, 4, 3, 2
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 5, 4, 3
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 5, 4
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5
-20, -19, -19, -18, -16, -16, -15, -15, -14, -10, -9, -9, -7, -6, -5, -4, -4, -3, -1, 2, 3, 4, 5
