-12, -8, 4, -15, -13, 0, 5, 7, 3, -5, 6, 6, -19, -19, -20, -7
-20, -8, 4, -12, -13, 0, 5, 7, 3, -5, 6, 6, -15, -19, -19, -7
-20, -19, 4, -8, -12, 0, 5, 7, 3, -5, 6, 6, -13, -15, -19, -7
-20, -19, -19, 4, -8, 0, 5, 7, 3, -5, 6, 6, -12, -13, -15, -7
-20, -19, -19, -15, 4, 0, 5, 7, 3, -5, 6, 6, -8, -12, -13, -7
-20, -19, -19, -15, -13, 4, 5, 7, 3, 0, 6, 6, -5, -8, -12, -7
-20, -19, -19, -15, -13, -12, 5, 7, 4, 3, 6, 6, 0, -5, -8, -7
-20, -19, -19, -15, -13, -12, -8, 7, 5, 4, 6, 6, 3, 0, -5, -7
-20, -19, -19, -15, -13, -12, -8, -7, 7, 5, 6, 6, 4, 3, 0, -5
-20, -19, -19, -15, -13, -12, -8, -7, -5, 7, 6, 6, 5, 4, 3, 0
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 7, 6, 6, 5, 4, 3
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 7, 6, 6, 5, 4
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 7, 6, 6, 5
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 7, 6, 6
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 6, 7, 6
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 6, 6, 7
-20, -19, -19, -15, -13, -12, -8, -7, -5, 0, 3, 4, 5, 6, 6, 7
