-17, 6, -2, 1, -18, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, 6, -2, 1, -17, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, 6, 1, -2, 6, -7, -13, 6, -13, -10, 3, -15, -12, -8, 11
-18, -17, -15, 6, 1, 6, -2, -7, 6, -13, -10, 3, -13, -12, -8, 11
-18, -17, -15, -13, 6, 6, 1, -2, 6, -7, -10, 3, -13, -12, -8, 11
-18, -17, -15, -13, -13, 6, 6, 1, 6, -2, -7, 3, -10, -12, -8, 11
-18, -17, -15, -13, -13, -12, 6, 6, 6, 1, -2, 3, -7, -10, -8, 11
-18, -17, -15, -13, -13, -12, -10, 6, 6, 6, 1, 3, -2, -7, -8, 11
-18, -17, -15, -13, -13, -12, -10, -8, 6, 6, 6, 3, 1, -2, -7, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, 6, 6, 6, 3, 1, -2, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 6, 6, 6, 3, 1, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 6, 6, 6, 3, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
-18, -17, -15, -13, -13, -12, -10, -8, -7, -2, 1, 3, 6, 6, 6, 11
