-6, -18, 3, -2, -19, 9, -13, 8, -4, -17, 9, 10, -15, 8, -9, -1, -19, -14, -13, 11, 10, 9, -12, -17
-18, -6, -2, -19, 3, -13, 8, -4, -17, 9, 9, -15, 8, -9, -1, -19, -14, -13, 10, 10, 9, -12, -17, 11
-18, -6, -19, -2, -13, 3, -4, -17, 8, 9, -15, 8, -9, -1, -19, -14, -13, 9, 10, 9, -12, -17, 10, 11
-18, -19, -6, -13, -2, -4, -17, 3, 8, -15, 8, -9, -1, -19, -14, -13, 9, 9, 9, -12, -17, 10, 10, 11
-19, -18, -13, -6, -4, -17, -2, 3, -15, 8, -9, -1, -19, -14, -13, 8, 9, 9, -12, -17, 9, 10, 10, 11
-19, -18, -13, -6, -17, -4, -2, -15, 3, -9, -1, -19, -14, -13, 8, 8, 9, -12, -17, 9, 9, 10, 10, 11
-19, -18, -13, -17, -6, -4, -15, -2, -9, -1, -19, -14, -13, 3, 8, 8, -12, -17, 9, 9, 9, 10, 10, 11
-19, -18, -17, -13, -6, -15, -4, -9, -2, -19, -14, -13, -1, 3, 8, -12, -17, 8, 9, 9, 9, 10, 10, 11
-19, -18, -17, -13, -15, -6, -9, -4, -19, -14, -13, -2, -1, 3, -12, -17, 8, 8, 9, 9, 9, 10, 10, 11
-19, -18, -17, -15, -13, -9, -6, -19, -14, -13, -4, -2, -1, -12, -17, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -18, -17, -15, -13, -9, -19, -14, -13, -6, -4, -2, -12, -17, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -18, -17, -15, -13, -19, -14, -13, -9, -6, -4, -12, -17, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -18, -17, -15, -19, -14, -13, -13, -9, -6, -12, -17, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -18, -17, -19, -15, -14, -13, -13, -9, -12, -17, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -18, -19, -17, -15, -14, -13, -13, -12, -17, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -15, -14, -13, -13, -17, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -15, -14, -13, -17, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -15, -14, -17, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -15, -17, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
-19, -19, -18, -17, -17, -15, -14, -13, -13, -12, -9, -6, -4, -2, -1, 3, 8, 8, 9, 9, 9, 10, 10, 11
