-11, 5, 6, -10, -6, -11, -1, -15, -14, 4, -8, -10, 3, -6, -1
-11, 5, -10, -6, -11, -1, -15, -14, 4, -8, -10, 3, -6, -1, 6
-11, -10, -6, -11, -1, -15, -14, 4, -8, -10, 3, -6, -1, 5, 6
-11, -10, -11, -6, -15, -14, -1, -8, -10, 3, -6, -1, 4, 5, 6
-11, -11, -10, -15, -14, -6, -8, -10, -1, -6, -1, 3, 4, 5, 6
-11, -11, -15, -14, -10, -8, -10, -6, -6, -1, -1, 3, 4, 5, 6
-11, -15, -14, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
-15, -14, -11, -11, -10, -10, -8, -6, -6, -1, -1, 3, 4, 5, 6
