11, 10, -4, -15, 10, 3, -11, 2, -1, -4, -19, -3, -20, 0, -7, 6, 3, 6, -5, -14
-20, 10, -4, -15, 10, 3, -11, 2, -1, -4, -19, -3, 11, 0, -7, 6, 3, 6, -5, -14
-20, -19, -4, -15, 10, 3, -11, 2, -1, -4, 10, -3, 11, 0, -7, 6, 3, 6, -5, -14
-20, -19, -15, -4, 10, 3, -11, 2, -1, -4, 10, -3, 11, 0, -7, 6, 3, 6, -5, -14
-20, -19, -15, -14, 10, 3, -11, 2, -1, -4, 10, -3, 11, 0, -7, 6, 3, 6, -5, -4
-20, -19, -15, -14, -11, 3, 10, 2, -1, -4, 10, -3, 11, 0, -7, 6, 3, 6, -5, -4
-20, -19, -15, -14, -11, -7, 10, 2, -1, -4, 10, -3, 11, 0, 3, 6, 3, 6, -5, -4
-20, -19, -15, -14, -11, -7, -5, 2, -1, -4, 10, -3, 11, 0, 3, 6, 3, 6, 10, -4
-20, -19, -15, -14, -11, -7, -5, -4, -1, 2, 10, -3, 11, 0, 3, 6, 3, 6, 10, -4
-20, -19, -15, -14, -11, -7, -5, -4, -4, 2, 10, -3, 11, 0, 3, 6, 3, 6, 10, -1
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, 10, 2, 11, 0, 3, 6, 3, 6, 10, -1
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 2, 11, 0, 3, 6, 3, 6, 10, 10
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 11, 2, 3, 6, 3, 6, 10, 10
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 2, 11, 3, 6, 3, 6, 10, 10
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 2, 3, 11, 6, 3, 6, 10, 10
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 2, 3, 3, 6, 11, 6, 10, 10
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 2, 3, 3, 6, 11, 6, 10, 10
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 2, 3, 3, 6, 6, 11, 10, 10
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 2, 3, 3, 6, 6, 10, 11, 10
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 2, 3, 3, 6, 6, 10, 10, 11
-20, -19, -15, -14, -11, -7, -5, -4, -4, -3, -1, 0, 2, 3, 3, 6, 6, 10, 10, 11
