8, 3, -19, 10, -2, 9, 3, -5, -15, -18, -16, -12, 5, -11, -10, -6, 10, 8, -8, -14, -19, -17, -12, -9, -9, -16, -4, 3
-19, 3, 8, 10, -2, 9, 3, -5, -15, -18, -16, -12, 5, -11, -10, -6, 10, 8, -8, -14, -19, -17, -12, -9, -9, -16, -4, 3
-19, -19, 8, 10, -2, 9, 3, -5, -15, -18, -16, -12, 5, -11, -10, -6, 10, 8, -8, -14, 3, -17, -12, -9, -9, -16, -4, 3
-19, -19, -18, 10, -2, 9, 3, -5, -15, 8, -16, -12, 5, -11, -10, -6, 10, 8, -8, -14, 3, -17, -12, -9, -9, -16, -4, 3
-19, -19, -18, -17, -2, 9, 3, -5, -15, 8, -16, -12, 5, -11, -10, -6, 10, 8, -8, -14, 3, 10, -12, -9, -9, -16, -4, 3
-19, -19, -18, -17, -16, 9, 3, -5, -15, 8, -2, -12, 5, -11, -10, -6, 10, 8, -8, -14, 3, 10, -12, -9, -9, -16, -4, 3
-19, -19, -18, -17, -16, -16, 3, -5, -15, 8, -2, -12, 5, -11, -10, -6, 10, 8, -8, -14, 3, 10, -12, -9, -9, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -5, 3, 8, -2, -12, 5, -11, -10, -6, 10, 8, -8, -14, 3, 10, -12, -9, -9, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, 3, 8, -2, -12, 5, -11, -10, -6, 10, 8, -8, -5, 3, 10, -12, -9, -9, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, 8, -2, 3, 5, -11, -10, -6, 10, 8, -8, -5, 3, 10, -12, -9, -9, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -2, 3, 5, -11, -10, -6, 10, 8, -8, -5, 3, 10, 8, -9, -9, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, 3, 5, -2, -10, -6, 10, 8, -8, -5, 3, 10, 8, -9, -9, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, 5, -2, 3, -6, 10, 8, -8, -5, 3, 10, 8, -9, -9, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -2, 3, -6, 10, 8, -8, -5, 3, 10, 8, 5, -9, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, 3, -6, 10, 8, -8, -5, 3, 10, 8, 5, -2, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, 10, 8, 3, -5, 3, 10, 8, 5, -2, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, 10, 8, 3, -5, 3, 10, 8, 5, -2, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, 8, 3, 10, 3, 10, 8, 5, -2, 9, -4, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, 3, 10, 3, 10, 8, 5, -2, 9, 8, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 10, 3, 10, 8, 5, 3, 9, 8, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 10, 10, 8, 5, 3, 9, 8, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 3, 10, 8, 5, 10, 9, 8, 3
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 3, 3, 8, 5, 10, 9, 8, 10
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 3, 3, 5, 8, 10, 9, 8, 10
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 3, 3, 5, 8, 10, 9, 8, 10
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 3, 3, 5, 8, 8, 9, 10, 10
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 3, 3, 5, 8, 8, 9, 10, 10
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 3, 3, 5, 8, 8, 9, 10, 10
-19, -19, -18, -17, -16, -16, -15, -14, -12, -12, -11, -10, -9, -9, -8, -6, -5, -4, -2, 3, 3, 3, 5, 8, 8, 9, 10, 10
