-19, -3, -20, -13, -14, -10, -7, 8, -15, 6, -19, -16, 7, -14, -7, -12, -15, -15, -1, -6, 3, 0, -7, 2, -15, -5, 10
-20, -3, -19, -13, -14, -10, -7, 8, -15, 6, -19, -16, 7, -14, -7, -12, -15, -15, -1, -6, 3, 0, -7, 2, -15, -5, 10
-20, -19, -3, -13, -14, -10, -7, 8, -15, 6, -19, -16, 7, -14, -7, -12, -15, -15, -1, -6, 3, 0, -7, 2, -15, -5, 10
-20, -19, -19, -13, -14, -10, -7, 8, -15, 6, -3, -16, 7, -14, -7, -12, -15, -15, -1, -6, 3, 0, -7, 2, -15, -5, 10
-20, -19, -19, -16, -14, -10, -7, 8, -15, 6, -3, -13, 7, -14, -7, -12, -15, -15, -1, -6, 3, 0, -7, 2, -15, -5, 10
-20, -19, -19, -16, -15, -10, -7, 8, -14, 6, -3, -13, 7, -14, -7, -12, -15, -15, -1, -6, 3, 0, -7, 2, -15, -5, 10
-20, -19, -19, -16, -15, -15, -7, 8, -14, 6, -3, -13, 7, -14, -7, -12, -10, -15, -1, -6, 3, 0, -7, 2, -15, -5, 10
-20, -19, -19, -16, -15, -15, -15, 8, -14, 6, -3, -13, 7, -14, -7, -12, -10, -7, -1, -6, 3, 0, -7, 2, -15, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, 6, -3, -13, 7, -14, -7, -12, -10, -7, -1, -6, 3, 0, -7, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, 6, -3, -13, 7, -14, -7, -12, -10, -7, -1, -6, 3, 0, -7, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -3, -13, 7, 6, -7, -12, -10, -7, -1, -6, 3, 0, -7, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -3, 7, 6, -7, -12, -10, -7, -1, -6, 3, 0, -7, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, 7, 6, -7, -3, -10, -7, -1, -6, 3, 0, -7, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, 6, -7, -3, 7, -7, -1, -6, 3, 0, -7, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, 6, -3, 7, -7, -1, -6, 3, 0, -7, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -3, 7, 6, -1, -6, 3, 0, -7, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, 7, 6, -1, -6, 3, 0, -3, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, 6, -1, 7, 3, 0, -3, 2, 8, -5, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -1, 7, 3, 0, -3, 2, 8, 6, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, 7, 3, 0, -1, 2, 8, 6, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, -1, 3, 0, 7, 2, 8, 6, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, -1, 0, 3, 7, 2, 8, 6, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, -1, 0, 2, 7, 3, 8, 6, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, -1, 0, 2, 3, 7, 8, 6, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, -1, 0, 2, 3, 6, 8, 7, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, -1, 0, 2, 3, 6, 7, 8, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, -1, 0, 2, 3, 6, 7, 8, 10
-20, -19, -19, -16, -15, -15, -15, -15, -14, -14, -13, -12, -10, -7, -7, -7, -6, -5, -3, -1, 0, 2, 3, 6, 7, 8, 10
