10, -13, -11, -19, -5, -13, 10, -17, -9, -11, -7, -16, 8, 3, -12, -6, -16, 6, 8, 3, -19, -11, -11, -15, -15, 9, -15, 2, -2, -19, -19, -6, -18, 7, 3, 6, 7, -8, -12, -10, -18, 5, 9, 6, -2, 1, 10, 0
-19, -13, -11, 10, -5, -13, 10, -17, -9, -11, -7, -16, 8, 3, -12, -6, -16, 6, 8, 3, -19, -11, -11, -15, -15, 9, -15, 2, -2, -19, -19, -6, -18, 7, 3, 6, 7, -8, -12, -10, -18, 5, 9, 6, -2, 1, 10, 0
-19, -19, -11, 10, -5, -13, 10, -17, -9, -11, -7, -16, 8, 3, -12, -6, -16, 6, 8, 3, -13, -11, -11, -15, -15, 9, -15, 2, -2, -19, -19, -6, -18, 7, 3, 6, 7, -8, -12, -10, -18, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, 10, -5, -13, 10, -17, -9, -11, -7, -16, 8, 3, -12, -6, -16, 6, 8, 3, -13, -11, -11, -15, -15, 9, -15, 2, -2, -11, -19, -6, -18, 7, 3, 6, 7, -8, -12, -10, -18, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -5, -13, 10, -17, -9, -11, -7, -16, 8, 3, -12, -6, -16, 6, 8, 3, -13, -11, -11, -15, -15, 9, -15, 2, -2, -11, 10, -6, -18, 7, 3, 6, 7, -8, -12, -10, -18, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -13, 10, -17, -9, -11, -7, -16, 8, 3, -12, -6, -16, 6, 8, 3, -13, -11, -11, -15, -15, 9, -15, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -18, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, 10, -17, -9, -11, -7, -16, 8, 3, -12, -6, -16, 6, 8, 3, -13, -11, -11, -15, -15, 9, -15, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -13, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, 10, -9, -11, -7, -16, 8, 3, -12, -6, -16, 6, 8, 3, -13, -11, -11, -15, -15, 9, -15, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -13, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -9, -11, -7, 10, 8, 3, -12, -6, -16, 6, 8, 3, -13, -11, -11, -15, -15, 9, -15, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -13, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -11, -7, 10, 8, 3, -12, -6, -9, 6, 8, 3, -13, -11, -11, -15, -15, 9, -15, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -13, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -7, 10, 8, 3, -12, -6, -9, 6, 8, 3, -13, -11, -11, -11, -15, 9, -15, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -13, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, 10, 8, 3, -12, -6, -9, 6, 8, 3, -13, -11, -11, -11, -7, 9, -15, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -13, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, 8, 3, -12, -6, -9, 6, 8, 3, -13, -11, -11, -11, -7, 9, 10, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -13, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, 3, -12, -6, -9, 6, 8, 3, 8, -11, -11, -11, -7, 9, 10, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, -13, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -6, -9, 6, 8, 3, 8, -11, -11, -11, -7, 9, 10, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, 3, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -6, -9, 6, 8, 3, 8, -11, -11, -11, -7, 9, 10, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -12, -10, 3, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -12, -9, 6, 8, 3, 8, -11, -11, -11, -7, 9, 10, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -6, -10, 3, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -12, -11, 6, 8, 3, 8, -9, -11, -11, -7, 9, 10, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -6, -10, 3, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -12, -11, -11, 8, 3, 8, -9, 6, -11, -7, 9, 10, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -6, -10, 3, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -12, -11, -11, -11, 3, 8, -9, 6, 8, -7, 9, 10, 2, -2, -11, 10, -6, -5, 7, 3, 6, 7, -8, -6, -10, 3, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -12, -11, -11, -11, -11, 8, -9, 6, 8, -7, 9, 10, 2, -2, 3, 10, -6, -5, 7, 3, 6, 7, -8, -6, -10, 3, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -12, -11, -11, -11, -11, -10, -9, 6, 8, -7, 9, 10, 2, -2, 3, 10, -6, -5, 7, 3, 6, 7, -8, -6, 8, 3, 5, 9, 6, -2, 1, 10, 0
-19, -19, -19, -19, -18, -18, -17, -16, -16, -15, -15, -15, -13, -13, -12, -12, -11, -11, -11, -11, -10, -9, 6, 8, -7, 9, 10, 2, -2, 3, 10, -6, -5, 7, 3, 6, 7, -8, -6, 8, 3, 5, 9, 6, -2, 1, 10, 0
