-15, -13, 11, -17, -3, 8, -5, -7, -20, 1, 9, -13, 2, 10, 3, -1, -8, 6, 7, -3, 6, -14, 2, -5, -14, -9, -2, 2, -4, -10
-20, -13, 11, -17, -3, 8, -5, -7, -15, 1, 9, -13, 2, 10, 3, -1, -8, 6, 7, -3, 6, -14, 2, -5, -14, -9, -2, 2, -4, -10
-20, -17, 11, -13, -3, 8, -5, -7, -15, 1, 9, -13, 2, 10, 3, -1, -8, 6, 7, -3, 6, -14, 2, -5, -14, -9, -2, 2, -4, -10
-20, -17, -15, -13, -3, 8, -5, -7, 11, 1, 9, -13, 2, 10, 3, -1, -8, 6, 7, -3, 6, -14, 2, -5, -14, -9, -2, 2, -4, -10
-20, -17, -15, -14, -3, 8, -5, -7, 11, 1, 9, -13, 2, 10, 3, -1, -8, 6, 7, -3, 6, -13, 2, -5, -14, -9, -2, 2, -4, -10
-20, -17, -15, -14, -14, 8, -5, -7, 11, 1, 9, -13, 2, 10, 3, -1, -8, 6, 7, -3, 6, -13, 2, -5, -3, -9, -2, 2, -4, -10
-20, -17, -15, -14, -14, -13, -5, -7, 11, 1, 9, 8, 2, 10, 3, -1, -8, 6, 7, -3, 6, -13, 2, -5, -3, -9, -2, 2, -4, -10
-20, -17, -15, -14, -14, -13, -13, -7, 11, 1, 9, 8, 2, 10, 3, -1, -8, 6, 7, -3, 6, -5, 2, -5, -3, -9, -2, 2, -4, -10
-20, -17, -15, -14, -14, -13, -13, -10, 11, 1, 9, 8, 2, 10, 3, -1, -8, 6, 7, -3, 6, -5, 2, -5, -3, -9, -2, 2, -4, -7
-20, -17, -15, -14, -14, -13, -13, -10, -9, 1, 9, 8, 2, 10, 3, -1, -8, 6, 7, -3, 6, -5, 2, -5, -3, 11, -2, 2, -4, -7
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, 9, 8, 2, 10, 3, -1, 1, 6, 7, -3, 6, -5, 2, -5, -3, 11, -2, 2, -4, -7
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, 8, 2, 10, 3, -1, 1, 6, 7, -3, 6, -5, 2, -5, -3, 11, -2, 2, -4, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, 2, 10, 3, -1, 1, 6, 7, -3, 6, 8, 2, -5, -3, 11, -2, 2, -4, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, 10, 3, -1, 1, 6, 7, -3, 6, 8, 2, 2, -3, 11, -2, 2, -4, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, 3, -1, 1, 6, 7, -3, 6, 8, 2, 2, -3, 11, -2, 2, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -1, 1, 6, 7, 3, 6, 8, 2, 2, -3, 11, -2, 2, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, 1, 6, 7, 3, 6, 8, 2, 2, -1, 11, -2, 2, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, 6, 7, 3, 6, 8, 2, 2, -1, 11, 1, 2, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 7, 3, 6, 8, 2, 2, 6, 11, 1, 2, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 3, 6, 8, 2, 2, 6, 11, 7, 2, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 6, 8, 3, 2, 6, 11, 7, 2, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 8, 3, 6, 6, 11, 7, 2, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 11, 7, 8, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 11, 7, 8, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 11, 7, 8, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 11, 7, 8, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 7, 11, 8, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 7, 8, 11, 10, 9
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 7, 8, 9, 10, 11
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 7, 8, 9, 10, 11
-20, -17, -15, -14, -14, -13, -13, -10, -9, -8, -7, -5, -5, -4, -3, -3, -2, -1, 1, 2, 2, 2, 3, 6, 6, 7, 8, 9, 10, 11
