-2, 11, -16, 5, 6, -19, -3, -12, -5, -16, 10, 4, -14, 0, -11, -19, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, -18, -16, -11, -7, 7, -4, 3, 9, 4, 8, -19, 11, 2, 11, -13, -17, 11
-19, 11, -16, 5, 6, -2, -3, -12, -5, -16, 10, 4, -14, 0, -11, -19, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, -18, -16, -11, -7, 7, -4, 3, 9, 4, 8, -19, 11, 2, 11, -13, -17, 11
-19, -19, -16, 5, 6, -2, -3, -12, -5, -16, 10, 4, -14, 0, -11, 11, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, -18, -16, -11, -7, 7, -4, 3, 9, 4, 8, -19, 11, 2, 11, -13, -17, 11
-19, -19, -19, 5, 6, -2, -3, -12, -5, -16, 10, 4, -14, 0, -11, 11, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, -18, -16, -11, -7, 7, -4, 3, 9, 4, 8, -16, 11, 2, 11, -13, -17, 11
-19, -19, -19, -18, 6, -2, -3, -12, -5, -16, 10, 4, -14, 0, -11, 11, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -16, -11, -7, 7, -4, 3, 9, 4, 8, -16, 11, 2, 11, -13, -17, 11
-19, -19, -19, -18, -17, -2, -3, -12, -5, -16, 10, 4, -14, 0, -11, 11, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -16, -11, -7, 7, -4, 3, 9, 4, 8, -16, 11, 2, 11, -13, 6, 11
-19, -19, -19, -18, -17, -16, -3, -12, -5, -2, 10, 4, -14, 0, -11, 11, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -16, -11, -7, 7, -4, 3, 9, 4, 8, -16, 11, 2, 11, -13, 6, 11
-19, -19, -19, -18, -17, -16, -16, -12, -5, -2, 10, 4, -14, 0, -11, 11, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, -16, 11, 2, 11, -13, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -5, -2, 10, 4, -14, 0, -11, 11, -15, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, -12, 11, 2, 11, -13, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -2, 10, 4, -14, 0, -11, 11, -5, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, -12, 11, 2, 11, -13, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, 10, 4, -2, 0, -11, 11, -5, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, -12, 11, 2, 11, -13, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, 4, -2, 0, -11, 11, -5, 2, -12, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, -12, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -2, 0, -11, 11, -5, 2, 4, 6, -12, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, -12, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, 0, -11, 11, -5, 2, 4, 6, -2, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, -12, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, 11, -5, 2, 4, 6, -2, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, 11, -5, 2, 4, 6, -2, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, -11, -7, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -5, 2, 4, 6, -2, 6, 8, -10, 2, -8, -5, 2, -6, 5, -3, 11, -7, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, 2, 4, 6, -2, 6, 8, -5, 2, -8, -5, 2, -6, 5, -3, 11, -7, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, 4, 6, -2, 6, 8, -5, 2, 2, -5, 2, -6, 5, -3, 11, -7, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, -7, 6, -2, 6, 8, -5, 2, 2, -5, 2, -6, 5, -3, 11, 4, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, -7, -6, -2, 6, 8, -5, 2, 2, -5, 2, 6, 5, -3, 11, 4, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, -7, -6, -5, 6, 8, -2, 2, 2, -5, 2, 6, 5, -3, 11, 4, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, -7, -6, -5, -5, 8, -2, 2, 2, 6, 2, 6, 5, -3, 11, 4, 7, -4, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, -7, -6, -5, -5, -4, -2, 2, 2, 6, 2, 6, 5, -3, 11, 4, 7, 8, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, -7, -6, -5, -5, -4, -3, 2, 2, 6, 2, 6, 5, -2, 11, 4, 7, 8, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, -7, -6, -5, -5, -4, -3, -2, 2, 6, 2, 6, 5, 2, 11, 4, 7, 8, 3, 9, 4, 8, 0, 11, 2, 11, 10, 6, 11
-19, -19, -19, -18, -17, -16, -16, -16, -15, -14, -13, -12, -12, -12, -11, -11, -10, -8, -7, -6, -5, -5, -4, -3, -2, 0, 6, 2, 6, 5, 2, 11, 4, 7, 8, 3, 9, 4, 8, 2, 11, 2, 11, 10, 6, 11
