10, -2, -1, 6, -18, 0, -19, 8, -13, -6, 1, -9, 5, 1, -3, -18, 6, 10, 5, -2, -3, 6, -4, -13, -8, -15, -10, 4, -5, 11, -12
-19, -2, -1, 6, -18, 0, 10, 8, -13, -6, 1, -9, 5, 1, -3, -18, 6, 10, 5, -2, -3, 6, -4, -13, -8, -15, -10, 4, -5, 11, -12
-19, -18, -1, 6, -2, 0, 10, 8, -13, -6, 1, -9, 5, 1, -3, -18, 6, 10, 5, -2, -3, 6, -4, -13, -8, -15, -10, 4, -5, 11, -12
-19, -18, -18, 6, -2, 0, 10, 8, -13, -6, 1, -9, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, -13, -8, -15, -10, 4, -5, 11, -12
-19, -18, -18, -15, -2, 0, 10, 8, -13, -6, 1, -9, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, -13, -8, 6, -10, 4, -5, 11, -12
-19, -18, -18, -15, -13, 0, 10, 8, -2, -6, 1, -9, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, -13, -8, 6, -10, 4, -5, 11, -12
-19, -18, -18, -15, -13, -13, 10, 8, -2, -6, 1, -9, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, 0, -8, 6, -10, 4, -5, 11, -12
-19, -18, -18, -15, -13, -13, -12, 8, -2, -6, 1, -9, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, 0, -8, 6, -10, 4, -5, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -2, -6, 1, -9, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, 0, -8, 6, 8, 4, -5, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -6, 1, -2, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, 0, -8, 6, 8, 4, -5, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, 1, -2, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, 0, -6, 6, 8, 4, -5, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -2, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, 0, 1, 6, 8, 4, -5, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, 5, 1, -3, -1, 6, 10, 5, -2, -3, 6, -4, 0, 1, 6, 8, 4, -2, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, 1, -3, -1, 6, 10, 5, -2, -3, 6, 5, 0, 1, 6, 8, 4, -2, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, 1, -1, 6, 10, 5, -2, -3, 6, 5, 0, 1, 6, 8, 4, -2, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -1, 6, 10, 5, -2, 1, 6, 5, 0, 1, 6, 8, 4, -2, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, 6, 10, 5, -1, 1, 6, 5, 0, 1, 6, 8, 4, -2, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, 10, 5, -1, 1, 6, 5, 0, 1, 6, 8, 4, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 5, 10, 1, 6, 5, 0, 1, 6, 8, 4, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 10, 1, 6, 5, 5, 1, 6, 8, 4, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 10, 6, 5, 5, 1, 6, 8, 4, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 6, 5, 5, 10, 6, 8, 4, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 10, 6, 8, 6, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 10, 6, 8, 6, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 10, 6, 8, 6, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 6, 10, 8, 6, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 6, 6, 8, 10, 6, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 6, 6, 6, 10, 8, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 6, 6, 6, 8, 10, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 6, 6, 6, 8, 10, 11, 10
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 6, 6, 6, 8, 10, 10, 11
-19, -18, -18, -15, -13, -13, -12, -10, -9, -8, -6, -5, -4, -3, -3, -2, -2, -1, 0, 1, 1, 4, 5, 5, 6, 6, 6, 8, 10, 10, 11
