-4, 4, -5, -7, 0, -16, -18, -11, 11, -15, 8, -8, -19, 2, -6, 10, -5, -1, 2, 6, 6, -16, -16, 3, -20, -14, 2, -8, 6, -12, 9, -12, -18, -8, 5, -15, 0, -6, -8, -16, -8, -17, 2, 8, 8, 8, -7
-20, 4, -5, -7, 0, -16, -18, -11, 11, -15, 8, -8, -19, 2, -6, 10, -5, -1, 2, 6, 6, -16, -16, 3, -4, -14, 2, -8, 6, -12, 9, -12, -18, -8, 5, -15, 0, -6, -8, -16, -8, -17, 2, 8, 8, 8, -7
-20, -19, -5, -7, 0, -16, -18, -11, 11, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -16, -16, 3, -4, -14, 2, -8, 6, -12, 9, -12, -18, -8, 5, -15, 0, -6, -8, -16, -8, -17, 2, 8, 8, 8, -7
-20, -19, -18, -7, 0, -16, -5, -11, 11, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -16, -16, 3, -4, -14, 2, -8, 6, -12, 9, -12, -18, -8, 5, -15, 0, -6, -8, -16, -8, -17, 2, 8, 8, 8, -7
-20, -19, -18, -18, 0, -16, -5, -11, 11, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -16, -16, 3, -4, -14, 2, -8, 6, -12, 9, -12, -7, -8, 5, -15, 0, -6, -8, -16, -8, -17, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -5, -11, 11, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -16, -16, 3, -4, -14, 2, -8, 6, -12, 9, -12, -7, -8, 5, -15, 0, -6, -8, -16, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -5, -11, 11, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -16, -16, 3, -4, -14, 2, -8, 6, -12, 9, -12, -7, -8, 5, -15, 0, -6, -8, -16, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -11, 11, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -5, -16, 3, -4, -14, 2, -8, 6, -12, 9, -12, -7, -8, 5, -15, 0, -6, -8, -16, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, 11, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -5, -11, 3, -4, -14, 2, -8, 6, -12, 9, -12, -7, -8, 5, -15, 0, -6, -8, -16, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -5, -11, 3, -4, -14, 2, -8, 6, -12, 9, -12, -7, -8, 5, -15, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, 8, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -5, -11, 3, -4, -14, 2, -8, 6, -12, 9, -12, -7, -8, 5, -15, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -8, 4, 2, -6, 10, -5, -1, 2, 6, 6, -5, -11, 3, -4, -14, 2, -8, 6, -12, 9, -12, -7, -8, 5, 8, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, 4, 2, -6, 10, -5, -1, 2, 6, 6, -5, -11, 3, -4, -8, 2, -8, 6, -12, 9, -12, -7, -8, 5, 8, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, 2, -6, 10, -5, -1, 2, 6, 6, -5, -11, 3, -4, -8, 2, -8, 6, 4, 9, -12, -7, -8, 5, 8, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -6, 10, -5, -1, 2, 6, 6, -5, -11, 3, -4, -8, 2, -8, 6, 4, 9, 2, -7, -8, 5, 8, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, 10, -5, -1, 2, 6, 6, -5, -6, 3, -4, -8, 2, -8, 6, 4, 9, 2, -7, -8, 5, 8, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -5, -1, 2, 6, 6, -5, -6, 3, -4, 10, 2, -8, 6, 4, 9, 2, -7, -8, 5, 8, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -1, 2, 6, 6, -5, -6, 3, -4, 10, 2, -5, 6, 4, 9, 2, -7, -8, 5, 8, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, 2, 6, 6, -5, -6, 3, -4, 10, 2, -5, 6, 4, 9, 2, -7, -1, 5, 8, 0, -6, -8, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, 6, 6, -5, -6, 3, -4, 10, 2, -5, 6, 4, 9, 2, -7, -1, 5, 8, 0, -6, 2, 11, -8, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, 6, -5, -6, 3, -4, 10, 2, -5, 6, 4, 9, 2, -7, -1, 5, 8, 0, -6, 2, 11, 6, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -5, -6, 3, -4, 10, 2, -5, 6, 4, 9, 2, 6, -1, 5, 8, 0, -6, 2, 11, 6, 0, 2, 8, 8, 8, -7
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, 3, -4, 10, 2, -5, 6, 4, 9, 2, 6, -1, 5, 8, 0, -6, 2, 11, 6, 0, 2, 8, 8, 8, -5
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, 3, -4, 10, 2, -5, 6, 4, 9, 2, 6, -1, 5, 8, 0, -6, 2, 11, 6, 0, 2, 8, 8, 8, -5
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -4, 10, 2, -5, 6, 4, 9, 2, 6, -1, 5, 8, 0, 3, 2, 11, 6, 0, 2, 8, 8, 8, -5
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, 10, 2, -4, 6, 4, 9, 2, 6, -1, 5, 8, 0, 3, 2, 11, 6, 0, 2, 8, 8, 8, -5
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, 2, -4, 6, 4, 9, 2, 6, -1, 5, 8, 0, 3, 2, 11, 6, 0, 2, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, 2, 6, 4, 9, 2, 6, -1, 5, 8, 0, 3, 2, 11, 6, 0, 2, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 6, 4, 9, 2, 6, 2, 5, 8, 0, 3, 2, 11, 6, 0, 2, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 4, 9, 2, 6, 2, 5, 8, 6, 3, 2, 11, 6, 0, 2, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 9, 2, 6, 2, 5, 8, 6, 3, 2, 11, 6, 4, 2, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 9, 6, 2, 5, 8, 6, 3, 2, 11, 6, 4, 2, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 6, 9, 5, 8, 6, 3, 2, 11, 6, 4, 2, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 9, 5, 8, 6, 3, 6, 11, 6, 4, 2, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 5, 8, 6, 3, 6, 11, 6, 4, 9, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 8, 6, 5, 6, 11, 6, 4, 9, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 6, 5, 6, 11, 6, 8, 9, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 11, 6, 8, 9, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 11, 6, 8, 9, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 11, 6, 8, 9, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 11, 8, 9, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 8, 11, 9, 8, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 8, 8, 9, 11, 8, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 8, 8, 8, 11, 9, 8, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 8, 8, 8, 8, 9, 11, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 8, 8, 8, 8, 9, 11, 10
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 8, 8, 8, 8, 9, 10, 11
-20, -19, -18, -18, -17, -16, -16, -16, -16, -15, -15, -14, -12, -12, -11, -8, -8, -8, -8, -8, -7, -7, -6, -6, -5, -5, -4, -1, 0, 0, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 8, 8, 8, 8, 9, 10, 11
