-1, -6, 5, 10, -3, -6, -15, 11, 4, -3, -11, -18, -14, -4, -10, -8, 4, 2, -19, -16, -7, 4, -2, -19, 8, -12, -16, -20, 5, 6, -8, -1, -4, -16, -5, 7, -11
-20, -6, 5, 10, -3, -6, -15, 11, 4, -3, -11, -18, -14, -4, -10, -8, 4, 2, -19, -16, -7, 4, -2, -19, 8, -12, -16, -1, 5, 6, -8, -1, -4, -16, -5, 7, -11
-20, -19, 5, 10, -3, -6, -15, 11, 4, -3, -11, -18, -14, -4, -10, -8, 4, 2, -6, -16, -7, 4, -2, -19, 8, -12, -16, -1, 5, 6, -8, -1, -4, -16, -5, 7, -11
-20, -19, -19, 10, -3, -6, -15, 11, 4, -3, -11, -18, -14, -4, -10, -8, 4, 2, -6, -16, -7, 4, -2, 5, 8, -12, -16, -1, 5, 6, -8, -1, -4, -16, -5, 7, -11
-20, -19, -19, -18, -3, -6, -15, 11, 4, -3, -11, 10, -14, -4, -10, -8, 4, 2, -6, -16, -7, 4, -2, 5, 8, -12, -16, -1, 5, 6, -8, -1, -4, -16, -5, 7, -11
-20, -19, -19, -18, -16, -6, -15, 11, 4, -3, -11, 10, -14, -4, -10, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -12, -16, -1, 5, 6, -8, -1, -4, -16, -5, 7, -11
-20, -19, -19, -18, -16, -16, -15, 11, 4, -3, -11, 10, -14, -4, -10, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -12, -6, -1, 5, 6, -8, -1, -4, -16, -5, 7, -11
-20, -19, -19, -18, -16, -16, -16, 11, 4, -3, -11, 10, -14, -4, -10, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -12, -6, -1, 5, 6, -8, -1, -4, -15, -5, 7, -11
-20, -19, -19, -18, -16, -16, -16, -15, 4, -3, -11, 10, -14, -4, -10, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -12, -6, -1, 5, 6, -8, -1, -4, 11, -5, 7, -11
-20, -19, -19, -18, -16, -16, -16, -15, -14, -3, -11, 10, 4, -4, -10, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -12, -6, -1, 5, 6, -8, -1, -4, 11, -5, 7, -11
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, 10, 4, -4, -10, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -3, -6, -1, 5, 6, -8, -1, -4, 11, -5, 7, -11
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, 10, 4, -4, -10, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -3, -6, -1, 5, 6, -8, -1, -4, 11, -5, 7, -11
