-7, -1, 8, -18, 10, 10, 8, -17, 10, -9, -17, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, -12, -13, -4, -7, -16, -11, -18, 2, -9, 8, -6, -3
-18, -1, 8, -7, 10, 10, 8, -17, 10, -9, -17, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, -12, -13, -4, -7, -16, -11, -18, 2, -9, 8, -6, -3
-18, -18, 8, -7, 10, 10, 8, -17, 10, -9, -17, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, -12, -13, -4, -7, -16, -11, -1, 2, -9, 8, -6, -3
-18, -18, -17, -7, 10, 10, 8, 8, 10, -9, -17, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, -12, -13, -4, -7, -16, -11, -1, 2, -9, 8, -6, -3
-18, -18, -17, -17, 10, 10, 8, 8, 10, -9, -7, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, -12, -13, -4, -7, -16, -11, -1, 2, -9, 8, -6, -3
-18, -18, -17, -17, -16, 10, 8, 8, 10, -9, -7, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, -12, -13, -4, -7, 10, -11, -1, 2, -9, 8, -6, -3
-18, -18, -17, -17, -16, -13, 8, 8, 10, -9, -7, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, -12, 10, -4, -7, 10, -11, -1, 2, -9, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, 8, 10, -9, -7, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, 8, 10, -4, -7, 10, -11, -1, 2, -9, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, -11, 10, -9, -7, 4, 1, 7, -1, 2, -10, 10, -8, 5, 7, 5, 5, -10, 8, 10, -4, -7, 10, 8, -1, 2, -9, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -9, -7, 4, 1, 7, -1, 2, 10, 10, -8, 5, 7, 5, 5, -10, 8, 10, -4, -7, 10, 8, -1, 2, -9, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -7, 4, 1, 7, -1, 2, 10, 10, -8, 5, 7, 5, 5, -9, 8, 10, -4, -7, 10, 8, -1, 2, -9, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, 4, 1, 7, -1, 2, 10, 10, -8, 5, 7, 5, 5, -7, 8, 10, -4, -7, 10, 8, -1, 2, -9, 8, -6, -3
