-19, 11, 0, 11, -2, 8, 0, 9, -17, 8, -2, -18, -12, -4, -11, -12, 10, -18, -20, -20, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, 11, 0, 11, -2, 8, 0, 9, -17, 8, -2, -18, -12, -4, -11, -12, 10, -18, -19, -20, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, -20, 0, 11, -2, 8, 0, 9, -17, 8, -2, -18, -12, -4, -11, -12, 10, -18, -19, 11, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, -20, -19, 11, -2, 8, 0, 9, -17, 8, -2, -18, -12, -4, -11, -12, 10, -18, 0, 11, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, -20, -19, -18, -2, 8, 0, 9, -17, 8, -2, 11, -12, -4, -11, -12, 10, -18, 0, 11, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, -20, -19, -18, -18, 8, 0, 9, -17, 8, -2, 11, -12, -4, -11, -12, 10, -2, 0, 11, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, -20, -19, -18, -18, -17, 0, 9, 8, 8, -2, 11, -12, -4, -11, -12, 10, -2, 0, 11, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, -20, -19, -18, -18, -17, -12, 9, 8, 8, -2, 11, 0, -4, -11, -12, 10, -2, 0, 11, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, -20, -19, -18, -18, -17, -12, -12, 8, 8, -2, 11, 0, -4, -11, 9, 10, -2, 0, 11, -6, -2, 4, -3, -3, 0, -12, -8, -6
-20, -20, -19, -18, -18, -17, -12, -12, -12, 8, -2, 11, 0, -4, -11, 9, 10, -2, 0, 11, -6, -2, 4, -3, -3, 0, 8, -8, -6
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -2, 11, 0, -4, 8, 9, 10, -2, 0, 11, -6, -2, 4, -3, -3, 0, 8, -8, -6
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, 11, 0, -4, 8, 9, 10, -2, 0, 11, -6, -2, 4, -3, -3, 0, 8, -2, -6
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, 0, -4, 8, 9, 10, -2, 0, 11, 11, -2, 4, -3, -3, 0, 8, -2, -6
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, 8, 9, 10, -2, 0, 11, 11, -2, 4, -3, -3, 0, 8, -2, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, 8, 9, 10, -2, 0, 11, 11, -2, 4, -3, -3, 0, 8, -2, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, 9, 10, -2, 0, 11, 11, -2, 4, 8, -3, 0, 8, -2, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, 10, -2, 0, 11, 11, -2, 4, 8, 9, 0, 8, -2, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, 10, 0, 11, 11, -2, 4, 8, 9, 0, 8, -2, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, 0, 11, 11, 10, 4, 8, 9, 0, 8, -2, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 11, 11, 10, 4, 8, 9, 0, 8, 0, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 11, 10, 4, 8, 9, 11, 8, 0, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 10, 4, 8, 9, 11, 8, 11, 0
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 0, 4, 8, 9, 11, 8, 11, 10
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 0, 4, 8, 9, 11, 8, 11, 10
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 0, 4, 8, 9, 11, 8, 11, 10
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 0, 4, 8, 8, 11, 9, 11, 10
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 0, 4, 8, 8, 9, 11, 11, 10
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 0, 4, 8, 8, 9, 10, 11, 11
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 0, 4, 8, 8, 9, 10, 11, 11
-20, -20, -19, -18, -18, -17, -12, -12, -12, -11, -8, -6, -6, -4, -3, -3, -2, -2, -2, 0, 0, 0, 4, 8, 8, 9, 10, 11, 11
