-9, -7, -19, -5, 0, -14, -6, -2, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -15, 1, 6, -12, -2, -3, 8, -2, 3, 11, 9, -1, -6, -17, 9, -9, 2, -19, -10, -20, 0, 5, -19, 8, -10
-20, -7, -19, -5, 0, -14, -6, -2, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -15, 1, 6, -12, -2, -3, 8, -2, 3, 11, 9, -1, -6, -17, 9, -9, 2, -19, -10, -9, 0, 5, -19, 8, -10
-20, -19, -7, -5, 0, -14, -6, -2, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -15, 1, 6, -12, -2, -3, 8, -2, 3, 11, 9, -1, -6, -17, 9, -9, 2, -19, -10, -9, 0, 5, -19, 8, -10
-20, -19, -19, -5, 0, -14, -6, -2, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -15, 1, 6, -12, -2, -3, 8, -2, 3, 11, 9, -1, -6, -17, 9, -9, 2, -7, -10, -9, 0, 5, -19, 8, -10
-20, -19, -19, -19, 0, -14, -6, -2, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -15, 1, 6, -12, -2, -3, 8, -2, 3, 11, 9, -1, -6, -17, 9, -9, 2, -7, -10, -9, 0, 5, -5, 8, -10
-20, -19, -19, -19, -17, -14, -6, -2, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -15, 1, 6, -12, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, -9, 2, -7, -10, -9, 0, 5, -5, 8, -10
-20, -19, -19, -19, -17, -15, -6, -2, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -14, 1, 6, -12, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, -9, 2, -7, -10, -9, 0, 5, -5, 8, -10
-20, -19, -19, -19, -17, -15, -14, -2, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -6, 1, 6, -12, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, -9, 2, -7, -10, -9, 0, 5, -5, 8, -10
-20, -19, -19, -19, -17, -15, -14, -12, 1, 0, 1, 11, -10, 1, -7, 2, -5, 2, 3, 2, -6, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, -9, 2, -7, -10, -9, 0, 5, -5, 8, -10
-20, -19, -19, -19, -17, -15, -14, -12, -10, 0, 1, 11, 1, 1, -7, 2, -5, 2, 3, 2, -6, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, -9, 2, -7, -10, -9, 0, 5, -5, 8, -10
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, 1, 11, 1, 1, -7, 2, -5, 2, 3, 2, -6, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, -9, 2, -7, 0, -9, 0, 5, -5, 8, -10
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, 11, 1, 1, -7, 2, -5, 2, 3, 2, -6, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, -9, 2, -7, 0, -9, 0, 5, -5, 8, 1
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, -9, 1, 1, -7, 2, -5, 2, 3, 2, -6, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, 11, 2, -7, 0, -9, 0, 5, -5, 8, 1
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, -9, -9, 1, -7, 2, -5, 2, 3, 2, -6, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, 11, 2, -7, 0, 1, 0, 5, -5, 8, 1
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, -9, -9, -7, 1, 2, -5, 2, 3, 2, -6, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, 11, 2, -7, 0, 1, 0, 5, -5, 8, 1
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, -9, -9, -7, -7, 2, -5, 2, 3, 2, -6, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, 11, 2, 1, 0, 1, 0, 5, -5, 8, 1
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, -9, -9, -7, -7, -6, -5, 2, 3, 2, 2, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -6, 0, 9, 11, 2, 1, 0, 1, 0, 5, -5, 8, 1
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, -9, -9, -7, -7, -6, -6, 2, 3, 2, 2, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, -5, 0, 9, 11, 2, 1, 0, 1, 0, 5, -5, 8, 1
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, -9, -9, -7, -7, -6, -6, -5, 3, 2, 2, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, 2, 0, 9, 11, 2, 1, 0, 1, 0, 5, -5, 8, 1
-20, -19, -19, -19, -17, -15, -14, -12, -10, -10, -10, -9, -9, -7, -7, -6, -6, -5, -5, 2, 2, 1, 6, -2, -2, -3, 8, -2, 3, 11, 9, -1, 2, 0, 9, 11, 2, 1, 0, 1, 0, 5, 3, 8, 1
