8, -10, -15, -7, -11, 3, 10, -3, -12, 2, -6, -3, -17, -4, 10, -11, -12, -8, 3, -14, 11, 5, -18, -16, -17, -14, 4, -5, 1, -2, -6
-18, -10, -15, -7, -11, 3, 10, -3, -12, 2, -6, -3, -17, -4, 10, -11, -12, -8, 3, -14, 11, 5, 8, -16, -17, -14, 4, -5, 1, -2, -6
-18, -17, -15, -7, -11, 3, 10, -3, -12, 2, -6, -3, -10, -4, 10, -11, -12, -8, 3, -14, 11, 5, 8, -16, -17, -14, 4, -5, 1, -2, -6
-18, -17, -17, -7, -11, 3, 10, -3, -12, 2, -6, -3, -10, -4, 10, -11, -12, -8, 3, -14, 11, 5, 8, -16, -15, -14, 4, -5, 1, -2, -6
-18, -17, -17, -16, -11, 3, 10, -3, -12, 2, -6, -3, -10, -4, 10, -11, -12, -8, 3, -14, 11, 5, 8, -7, -15, -14, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, 3, 10, -3, -12, 2, -6, -3, -10, -4, 10, -11, -12, -8, 3, -14, 11, 5, 8, -7, -11, -14, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, 10, -3, -12, 2, -6, -3, -10, -4, 10, -11, -12, -8, 3, 3, 11, 5, 8, -7, -11, -14, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -3, -12, 2, -6, -3, -10, -4, 10, -11, -12, -8, 3, 3, 11, 5, 8, -7, -11, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -3, 2, -6, -3, -10, -4, 10, -11, -12, -8, 3, 3, 11, 5, 8, -7, -11, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -12, 2, -6, -3, -10, -4, 10, -11, -3, -8, 3, 3, 11, 5, 8, -7, -11, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -6, -3, -10, -4, 10, 2, -3, -8, 3, 3, 11, 5, 8, -7, -11, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -3, -10, -4, 10, 2, -3, -8, 3, 3, 11, 5, 8, -7, -6, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -3, -4, 10, 2, -3, -8, 3, 3, 11, 5, 8, -7, -6, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -4, 10, 2, -3, -3, 3, 3, 11, 5, 8, -7, -6, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, 10, 2, -3, -3, 3, 3, 11, 5, 8, -4, -6, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, 2, -3, -3, 3, 3, 11, 5, 8, -4, 10, 10, 4, -5, 1, -2, -6
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -3, -3, 3, 3, 11, 5, 8, -4, 10, 10, 4, -5, 1, -2, 2
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -3, 3, 3, 11, 5, 8, -4, 10, 10, 4, -3, 1, -2, 2
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, 3, 3, 11, 5, 8, -3, 10, 10, 4, -3, 1, -2, 2
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, 3, 11, 5, 8, 3, 10, 10, 4, -3, 1, -2, 2
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, 11, 5, 8, 3, 10, 10, 4, 3, 1, -2, 2
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 5, 8, 3, 10, 10, 4, 3, 1, 11, 2
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 8, 3, 10, 10, 4, 3, 5, 11, 2
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 10, 10, 4, 3, 5, 11, 8
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 10, 10, 4, 3, 5, 11, 8
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 3, 10, 4, 10, 5, 11, 8
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 3, 4, 10, 10, 5, 11, 8
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 3, 4, 5, 10, 10, 11, 8
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 3, 4, 5, 8, 10, 11, 10
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 3, 4, 5, 8, 10, 11, 10
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 3, 4, 5, 8, 10, 10, 11
-18, -17, -17, -16, -15, -14, -14, -12, -12, -11, -11, -10, -8, -7, -6, -6, -5, -4, -3, -3, -2, 1, 2, 3, 3, 4, 5, 8, 10, 10, 11
