4, -3, -5, 3, 8, 4, -19, -9, 0, 4, -7, -7, -6, 2, -6, 3, -12, 0, -11, 1, 8, -12, -11, -20, -13, -3
-20, -3, -5, 3, 8, 4, -19, -9, 0, 4, -7, -7, -6, 2, -6, 3, -12, 0, -11, 1, 8, -12, -11, 4, -13, -3
-20, -19, -5, 3, 8, 4, -3, -9, 0, 4, -7, -7, -6, 2, -6, 3, -12, 0, -11, 1, 8, -12, -11, 4, -13, -3
-20, -19, -13, 3, 8, 4, -3, -9, 0, 4, -7, -7, -6, 2, -6, 3, -12, 0, -11, 1, 8, -12, -11, 4, -5, -3
-20, -19, -13, -12, 8, 4, -3, -9, 0, 4, -7, -7, -6, 2, -6, 3, 3, 0, -11, 1, 8, -12, -11, 4, -5, -3
-20, -19, -13, -12, -12, 4, -3, -9, 0, 4, -7, -7, -6, 2, -6, 3, 3, 0, -11, 1, 8, 8, -11, 4, -5, -3
-20, -19, -13, -12, -12, -11, -3, -9, 0, 4, -7, -7, -6, 2, -6, 3, 3, 0, 4, 1, 8, 8, -11, 4, -5, -3
-20, -19, -13, -12, -12, -11, -11, -9, 0, 4, -7, -7, -6, 2, -6, 3, 3, 0, 4, 1, 8, 8, -3, 4, -5, -3
-20, -19, -13, -12, -12, -11, -11, -9, 0, 4, -7, -7, -6, 2, -6, 3, 3, 0, 4, 1, 8, 8, -3, 4, -5, -3
-20, -19, -13, -12, -12, -11, -11, -9, -7, 4, 0, -7, -6, 2, -6, 3, 3, 0, 4, 1, 8, 8, -3, 4, -5, -3
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, 0, 4, -6, 2, -6, 3, 3, 0, 4, 1, 8, 8, -3, 4, -5, -3
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, 4, 0, 2, -6, 3, 3, 0, 4, 1, 8, 8, -3, 4, -5, -3
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, 0, 2, 4, 3, 3, 0, 4, 1, 8, 8, -3, 4, -5, -3
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, 2, 4, 3, 3, 0, 4, 1, 8, 8, -3, 4, 0, -3
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, 4, 3, 3, 0, 4, 1, 8, 8, 2, 4, 0, -3
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 3, 3, 0, 4, 1, 8, 8, 2, 4, 0, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 3, 3, 4, 1, 8, 8, 2, 4, 0, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 3, 4, 1, 8, 8, 2, 4, 3, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 4, 3, 8, 8, 2, 4, 3, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 2, 3, 8, 8, 4, 4, 3, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 2, 3, 8, 8, 4, 4, 3, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 2, 3, 3, 8, 4, 4, 8, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 2, 3, 3, 4, 8, 4, 8, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 2, 3, 3, 4, 4, 8, 8, 4
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 2, 3, 3, 4, 4, 4, 8, 8
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 2, 3, 3, 4, 4, 4, 8, 8
-20, -19, -13, -12, -12, -11, -11, -9, -7, -7, -6, -6, -5, -3, -3, 0, 0, 1, 2, 3, 3, 4, 4, 4, 8, 8
