11, -15, 9, -10, -11, -11, 6, -19, 6, 4, 8, -20, 2, -9, -14, -17, -16, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -12, -8, -8, 5, -8, -18, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -15, 9, -10, -11, -11, 6, -19, 6, 4, 8, 11, 2, -9, -14, -17, -16, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -12, -8, -8, 5, -8, -18, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -19, 9, -10, -11, -11, 6, -15, 6, 4, 8, 11, 2, -9, -14, -17, -16, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -12, -8, -8, 5, -8, -18, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -10, -11, -11, 6, -15, 6, 4, 8, 11, 2, -9, -14, -17, -16, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -12, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -11, -11, 6, -15, 6, 4, 8, 11, 2, -9, -14, -10, -16, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -12, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -11, 6, -15, 6, 4, 8, 11, 2, -9, -14, -10, -11, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -12, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, 6, -11, 6, 4, 8, 11, 2, -9, -14, -10, -11, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -12, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, -14, -11, 6, 4, 8, 11, 2, -9, 6, -10, -11, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -12, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, -14, -12, 6, 4, 8, 11, 2, -9, 6, -10, -11, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -11, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, -12, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, -14, -12, -12, 4, 8, 11, 2, -9, 6, -10, -11, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -11, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, 6, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, -14, -12, -12, -11, 8, 11, 2, -9, 6, -10, 4, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, -11, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, 6, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, -14, -12, -12, -11, -11, 11, 2, -9, 6, -10, 4, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, 8, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, 6, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, -14, -12, -12, -11, -11, -10, 2, -9, 6, 11, 4, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, 8, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, 6, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, -14, -12, -12, -11, -11, -10, -9, 2, 6, 11, 4, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, 8, -8, -8, 5, -8, 9, 4, -9, 5, -5, -5, -3, -4, 10, 6, -7, -6, 0, -7, -7, 9, 7
-20, -19, -18, -17, -16, -15, -14, -12, -12, -11, -11, -10, -9, -9, 6, 11, 4, 1, -1, 6, -3, 5, 3, -6, -6, 11, 1, 8, -8, -8, 5, -8, 9, 4, 2, 5, -5, -5, -3, -4, 10, 6, -7, -6, 0, -7, -7, 9, 7
