-15, 2, -19, 11, -19, -19, -10, -1, 7, 4, 11, -18, -19, -10, -6, -20, 5, -9, -8, -15, 8, -19, -19, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, 2, -19, 11, -19, -19, -10, -1, 7, 4, 11, -18, -19, -10, -6, -15, 5, -9, -8, -15, 8, -19, -19, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, -19, 2, 11, -19, -19, -10, -1, 7, 4, 11, -18, -19, -10, -6, -15, 5, -9, -8, -15, 8, -19, -19, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, -19, -19, 11, 2, -19, -10, -1, 7, 4, 11, -18, -19, -10, -6, -15, 5, -9, -8, -15, 8, -19, -19, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, -19, -19, -19, 2, 11, -10, -1, 7, 4, 11, -18, -19, -10, -6, -15, 5, -9, -8, -15, 8, -19, -19, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, -19, -19, -19, -19, 11, -10, -1, 7, 4, 11, -18, 2, -10, -6, -15, 5, -9, -8, -15, 8, -19, -19, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -10, -1, 7, 4, 11, -18, 2, -10, -6, -15, 5, -9, -8, -15, 8, 11, -19, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -1, 7, 4, 11, -18, 2, -10, -6, -15, 5, -9, -8, -15, 8, 11, -10, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, 7, 4, 11, -1, 2, -10, -6, -15, 5, -9, -8, -15, 8, 11, -10, -15, -9, -11, -17, -11, 5, -16, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, 4, 11, -1, 2, -10, -6, -15, 5, -9, -8, -15, 8, 11, -10, -15, -9, -11, 7, -11, 5, -16, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, 11, -1, 2, -10, -6, -15, 5, -9, -8, -15, 8, 11, -10, -15, -9, -11, 7, -11, 5, 4, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -1, 2, -10, -6, 11, 5, -9, -8, -15, 8, 11, -10, -15, -9, -11, 7, -11, 5, 4, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, 2, -10, -6, 11, 5, -9, -8, -1, 8, 11, -10, -15, -9, -11, 7, -11, 5, 4, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -10, -6, 11, 5, -9, -8, -1, 8, 11, -10, 2, -9, -11, 7, -11, 5, 4, -14, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -6, 11, 5, -9, -8, -1, 8, 11, -10, 2, -9, -11, 7, -11, 5, 4, -10, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, 11, 5, -9, -8, -1, 8, 11, -10, 2, -9, -6, 7, -11, 5, 4, -10, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, 5, -9, -8, -1, 8, 11, -10, 2, -9, -6, 7, 11, 5, 4, -10, -11, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -9, -8, -1, 8, 11, -10, 2, -9, -6, 7, 11, 5, 4, -10, 5, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -8, -1, 8, 11, -9, 2, -9, -6, 7, 11, 5, 4, -10, 5, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -1, 8, 11, -9, 2, -9, -6, 7, 11, 5, 4, -8, 5, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, 8, 11, -1, 2, -9, -6, 7, 11, 5, 4, -8, 5, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, 11, -1, 2, 8, -6, 7, 11, 5, 4, -8, 5, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -1, 2, 8, -6, 7, 11, 5, 4, 11, 5, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, 2, 8, -1, 7, 11, 5, 4, 11, 5, -3, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, 8, -1, 7, 11, 5, 4, 11, 5, 2, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 8, 7, 11, 5, 4, 11, 5, 2, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 7, 11, 5, 4, 11, 5, 8, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 4, 11, 5, 7, 11, 5, 8, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 4, 5, 11, 7, 11, 5, 8, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 4, 5, 5, 7, 11, 11, 8, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 4, 5, 5, 7, 11, 11, 8, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 4, 5, 5, 7, 8, 11, 11, 10
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 4, 5, 5, 7, 8, 10, 11, 11
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 4, 5, 5, 7, 8, 10, 11, 11
-20, -19, -19, -19, -19, -19, -19, -18, -17, -16, -15, -15, -15, -14, -11, -11, -11, -10, -10, -9, -9, -8, -6, -3, -1, 2, 4, 5, 5, 7, 8, 10, 11, 11
